p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season,target
2072,2000,2,323,1465,28,29,37923,67,1975-09-03,198,74,Hyderabad,High,31,39,70,Forward,31,18.58042312821275,1,1,1,653,36,0
2073,2003,50,188,986,25,28,45192,149,1975-09-04,167,69,Mumbai,Low,76,35,53,Forward,29,22.102542867738528,2,1,0,68,70,1
2074,2011,52,337,2777,9,18,45320,29,1975-09-05,180,53,Chennai,Medium,96,31,64,Goalkeeper,30,23.704332933699597,1,2,1,411,73,0
2075,2010,10,429,1629,30,12,6169,155,1975-09-06,179,50,Delhi,Low,98,94,89,Goalkeeper,21,20.96892074427052,1,3,0,114,41,1
2076,2007,59,324,2178,25,17,42869,446,1975-09-07,186,75,Bangalore,High,89,67,64,Goalkeeper,33,25.68981161688207,2,1,1,422,53,0
2077,2007,95,163,787,1,48,18289,119,1975-09-08,151,82,Mumbai,Medium,41,74,78,Defender,34,19.82034399733467,3,1,0,564,2,0
2078,2003,67,76,2589,16,10,33689,189,1975-09-09,173,86,Bangalore,Low,46,49,84,Midfielder,23,26.856101319035147,1,4,0,4,0,0
2079,2021,67,215,2331,1,41,45947,3,1975-09-10,166,96,Hyderabad,Low,75,57,91,Forward,28,19.800267510311038,1,2,0,135,55,0
2080,2023,92,58,1632,13,11,41177,341,1975-09-11,168,81,Hyderabad,High,74,31,97,Midfielder,25,29.644290355444106,2,4,1,539,49,1
2081,2024,45,273,120,32,10,15606,79,1975-09-12,173,56,Mumbai,High,52,92,91,Goalkeeper,38,22.54333961903204,1,4,1,723,69,0
2082,2005,52,266,949,36,48,27440,80,1975-09-13,165,82,Hyderabad,Medium,55,82,79,Midfielder,27,22.099969599968286,1,1,1,186,44,0
2083,2009,34,253,1310,34,23,45648,35,1975-09-14,178,70,Chennai,Medium,87,59,54,Defender,28,20.084210039346523,2,4,0,526,35,0
2084,2000,35,342,1136,14,2,1908,89,1975-09-15,156,55,Mumbai,Medium,37,82,88,Defender,33,22.151550919295353,2,1,0,263,78,0
2085,2010,49,248,1486,24,35,23113,106,1975-09-16,182,90,Delhi,Medium,89,76,64,Defender,19,20.32683723147114,2,1,0,237,93,1
2086,2001,25,424,1496,2,0,43708,31,1975-09-17,152,85,Bangalore,High,78,35,70,Forward,18,24.69351865637789,2,3,1,654,25,0
2087,2013,88,161,2146,22,30,18737,431,1975-09-18,178,60,Chennai,Medium,59,30,61,Forward,32,28.831593457384397,1,2,1,979,82,1
2088,2015,41,329,2806,17,39,48430,17,1975-09-19,186,82,Chennai,Medium,59,54,87,Defender,22,27.580056295450063,3,3,0,927,29,0
2089,2015,79,78,2848,37,2,49921,73,1975-09-20,189,81,Bangalore,Medium,75,59,70,Forward,22,25.176402949319154,3,3,1,78,84,1
2090,2016,53,285,2243,31,32,33979,185,1975-09-21,190,58,Chennai,High,78,38,97,Goalkeeper,36,27.19029645899866,3,3,1,295,10,1
2091,2010,56,443,1439,0,36,18078,402,1975-09-22,183,60,Chennai,Medium,67,97,56,Midfielder,39,20.378058036059564,3,1,1,810,74,0
2092,2016,51,273,1200,25,37,3715,431,1975-09-23,180,86,Chennai,High,41,51,60,Midfielder,36,28.78460935026785,2,2,0,464,32,1
2093,2013,71,297,618,22,42,30991,318,1975-09-24,151,71,Mumbai,Medium,95,76,97,Midfielder,33,23.203663056900314,1,3,0,250,81,0
2094,2011,50,421,2095,15,44,2544,389,1975-09-25,164,64,Hyderabad,Medium,79,67,83,Midfielder,22,22.56805998623161,1,3,0,545,35,1
2095,2020,74,58,1099,11,44,11649,240,1975-09-26,176,64,Chennai,Low,85,59,64,Defender,23,20.162103875519065,1,1,1,233,97,0
2096,2007,71,100,1611,23,8,14188,298,1975-09-27,192,54,Bangalore,Low,95,71,80,Goalkeeper,31,23.65570925850563,1,1,1,569,32,1
2097,2006,56,423,647,4,19,25931,163,1975-09-28,183,65,Chennai,High,53,47,54,Goalkeeper,33,23.03935532723614,3,4,1,633,43,1
2098,2012,52,259,1195,4,27,22998,139,1975-09-29,177,75,Chennai,Low,36,41,91,Forward,30,20.194965703385677,2,4,0,237,17,1
2099,2003,17,73,933,22,28,7686,238,1975-09-30,164,78,Hyderabad,High,81,49,59,Defender,24,25.901480142431073,1,2,1,906,43,1
2100,2020,89,400,2742,30,26,36126,456,1975-10-01,176,54,Delhi,Low,58,48,65,Defender,37,18.517525715202087,2,3,1,913,89,0
2101,2006,88,92,2625,20,15,16317,61,1975-10-02,192,97,Delhi,Low,57,36,52,Forward,37,21.90734743962358,2,1,0,656,21,1
2102,2014,25,255,1411,18,19,43427,465,1975-10-03,159,96,Bangalore,Low,80,85,61,Goalkeeper,20,19.81932093310839,3,2,0,376,61,1
2103,2021,94,406,2546,3,7,12507,480,1975-10-04,179,67,Hyderabad,Medium,34,95,86,Defender,31,22.13936653635372,3,2,1,885,68,1
2104,2013,33,100,139,28,6,34215,174,1975-10-05,152,61,Hyderabad,Low,77,82,67,Goalkeeper,37,20.504641403586543,2,1,1,394,54,0
2105,2016,80,465,996,7,15,20482,369,1975-10-06,197,88,Mumbai,High,68,67,89,Midfielder,39,21.490223745555372,3,4,0,262,53,1
2106,2014,88,496,1315,11,42,48044,457,1975-10-07,161,84,Hyderabad,Low,61,44,56,Midfielder,24,26.667799948639455,2,1,0,115,15,0
2107,2012,55,182,2868,14,19,17819,454,1975-10-08,184,52,Hyderabad,Medium,84,83,50,Goalkeeper,22,28.553227464474332,1,2,1,115,70,0
2108,2019,3,34,1575,27,45,44035,19,1975-10-09,189,60,Hyderabad,Low,66,56,79,Goalkeeper,20,20.78577221090297,2,2,0,719,20,0
2109,2020,92,109,839,14,23,9555,130,1975-10-10,167,92,Bangalore,Low,77,60,97,Forward,22,22.704973792979153,3,4,1,172,66,1
2110,2005,93,327,235,25,32,8200,14,1975-10-11,197,67,Delhi,Medium,47,53,54,Midfielder,36,26.739798338470003,3,3,0,486,6,0
2111,2023,29,440,168,27,17,42269,414,1975-10-12,198,62,Mumbai,Low,97,64,96,Defender,19,29.88773180673497,3,4,1,608,7,0
2112,2008,83,174,2211,19,47,36097,47,1975-10-13,182,67,Delhi,High,89,56,71,Midfielder,21,26.268555416564435,1,4,0,377,5,1
2113,2000,2,261,1712,0,30,45955,230,1975-10-14,177,56,Bangalore,High,49,65,58,Forward,24,22.127465899837812,2,3,1,593,93,0
2114,2005,34,275,1123,4,8,29879,489,1975-10-15,180,70,Bangalore,Medium,79,56,84,Defender,18,20.36848793906365,1,3,1,126,2,0
2115,2014,35,235,2985,0,25,2568,101,1975-10-16,188,88,Mumbai,Medium,71,85,61,Forward,37,21.802212566871233,2,3,1,587,89,0
2116,2012,82,268,749,7,18,49445,274,1975-10-17,191,61,Delhi,Low,72,56,69,Forward,22,28.783601359998606,3,4,0,721,51,0
2117,2007,24,329,121,37,10,30666,177,1975-10-18,160,61,Mumbai,High,64,94,59,Goalkeeper,36,18.828578145525626,2,1,1,291,41,0
2118,2021,2,99,1847,18,34,9770,417,1975-10-19,189,70,Chennai,Medium,98,76,91,Midfielder,31,26.628180679925713,3,4,0,73,50,0
2119,2011,44,202,1411,10,35,45242,322,1975-10-20,170,93,Delhi,Low,39,90,83,Goalkeeper,33,23.798034756716746,2,3,1,631,46,0
2120,2004,71,81,1072,30,17,41045,328,1975-10-21,198,74,Chennai,Medium,38,58,68,Goalkeeper,22,29.13548153401626,2,3,0,381,73,1
2121,2003,46,75,1656,0,42,46917,37,1975-10-22,191,74,Delhi,Low,54,60,66,Forward,26,19.058928284682114,1,1,1,637,98,1
2122,2016,55,88,2303,15,37,16162,226,1975-10-23,155,75,Chennai,High,91,63,51,Forward,23,20.26222454779593,1,1,0,582,51,0
2123,2002,7,268,2981,34,25,16418,418,1975-10-24,197,70,Mumbai,High,79,30,55,Goalkeeper,38,19.51179289849854,2,1,0,955,14,1
2124,2017,59,316,869,16,3,32274,42,1975-10-25,179,65,Chennai,Medium,89,91,82,Defender,39,19.150728541647805,2,1,1,539,48,1
2125,2016,33,60,167,18,10,29197,130,1975-10-26,155,50,Bangalore,Low,87,40,96,Forward,29,19.89539304456771,1,1,0,225,25,0
2126,2023,80,497,2808,29,36,39148,298,1975-10-27,198,87,Chennai,High,43,36,80,Forward,23,23.33700724097709,2,3,0,442,74,0
2127,2022,48,183,2661,33,35,12715,234,1975-10-28,168,55,Chennai,Low,83,81,68,Goalkeeper,23,20.548296813454318,1,3,1,997,86,1
2128,2018,43,58,2838,28,20,11824,38,1975-10-29,167,93,Mumbai,High,67,84,95,Forward,35,19.583196302675056,3,2,1,191,23,0
2129,2006,97,21,1294,7,15,20767,482,1975-10-30,191,98,Hyderabad,Medium,41,91,78,Midfielder,34,27.42704876220148,2,4,1,516,61,1
2130,2004,24,186,1208,6,5,17118,391,1975-10-31,179,89,Hyderabad,High,91,94,61,Defender,34,29.456902025758172,1,3,1,882,30,0
2131,2024,16,467,2746,20,36,30986,363,1975-11-01,163,79,Mumbai,High,30,32,72,Forward,34,27.148853259786826,1,4,0,625,7,0
2132,2010,94,412,207,35,36,7838,440,1975-11-02,166,53,Hyderabad,Low,30,72,63,Midfielder,32,23.488779489260686,2,1,1,506,75,1
2133,2002,16,495,495,25,15,21093,134,1975-11-03,198,64,Delhi,Low,82,62,86,Defender,28,26.90641448240761,3,4,1,278,84,1
2134,2021,68,230,1533,16,39,19376,76,1975-11-04,171,56,Chennai,Low,65,84,80,Midfielder,37,26.672691511644885,1,2,1,970,13,0
2135,2022,61,218,717,21,45,28517,431,1975-11-05,169,60,Mumbai,Low,82,89,82,Forward,28,21.75747974638011,3,2,1,350,65,1
2136,2014,89,445,2868,37,48,38595,54,1975-11-06,171,53,Chennai,Low,97,46,91,Defender,21,21.082575388236478,3,3,0,308,22,1
2137,2006,71,439,2009,10,30,40503,103,1975-11-07,189,50,Delhi,Medium,37,38,72,Defender,19,28.25702595601664,2,2,0,76,39,1
2138,2021,58,245,392,27,19,28063,361,1975-11-08,159,64,Mumbai,High,37,75,56,Forward,39,19.959448510073702,1,1,0,482,82,0
2139,2001,24,3,652,22,23,40088,119,1975-11-09,178,95,Chennai,Medium,54,33,85,Midfielder,35,29.514878724156148,2,1,1,4,85,1
2140,2004,20,217,2504,23,42,15950,206,1975-11-10,153,59,Chennai,High,78,60,54,Defender,29,22.944642096717914,1,3,0,873,48,1
2141,2012,43,198,886,13,13,773,92,1975-11-11,169,89,Mumbai,Low,58,78,89,Midfielder,33,18.629390718848313,2,3,1,418,68,0
2142,2009,96,139,1234,32,13,9137,4,1975-11-12,154,55,Bangalore,Medium,86,98,71,Defender,26,28.47880200936912,1,1,0,46,87,0
2143,2011,47,182,600,23,34,11825,368,1975-11-13,187,91,Bangalore,Low,61,31,59,Goalkeeper,39,28.640265848526443,3,4,0,521,56,1
2144,2020,74,60,2523,29,34,2701,180,1975-11-14,194,82,Mumbai,Low,95,82,83,Defender,32,18.846366000030216,2,3,1,832,11,1
2145,2018,7,426,1922,23,11,42406,374,1975-11-15,162,85,Hyderabad,High,47,49,69,Midfielder,34,23.522516933587173,1,1,0,206,49,0
2146,2023,74,57,925,30,11,9096,38,1975-11-16,171,69,Chennai,High,33,72,57,Forward,19,20.876723457079105,1,4,1,836,99,1
2147,2011,98,245,2370,12,42,39264,456,1975-11-17,168,69,Mumbai,Medium,65,87,60,Defender,39,29.866630911408933,3,1,0,386,72,0
2148,2024,12,87,736,9,47,17620,0,1975-11-18,160,62,Mumbai,Medium,52,92,94,Forward,30,29.90822091833136,3,1,0,684,17,0
2149,2002,4,428,2128,26,9,9394,326,1975-11-19,160,97,Bangalore,Medium,89,43,79,Forward,28,23.807987971814384,3,1,1,818,13,1
2150,2022,54,155,2529,31,17,31093,163,1975-11-20,184,96,Mumbai,High,98,85,58,Forward,18,27.36505580468758,3,1,0,334,41,1
2151,2018,66,444,2426,5,15,44799,347,1975-11-21,197,57,Mumbai,High,60,74,67,Defender,23,19.245528695766925,3,1,0,976,37,1
2152,2024,69,424,2334,15,42,30880,210,1975-11-22,158,86,Hyderabad,Medium,43,52,66,Defender,30,27.87578379241679,3,4,1,597,38,1
2153,2000,62,370,1949,3,9,34414,21,1975-11-23,181,90,Chennai,Low,51,83,88,Forward,25,28.270153679535138,3,2,0,779,7,1
2154,2017,46,167,709,15,25,47372,0,1975-11-24,155,85,Bangalore,Low,55,57,83,Forward,26,21.156615875578893,2,1,1,720,31,0
2155,2011,56,149,1071,26,47,20613,52,1975-11-25,158,62,Mumbai,Low,84,63,58,Forward,34,18.824012197857265,3,4,0,204,37,1
2156,2012,96,463,1798,1,7,24166,363,1975-11-26,151,88,Chennai,High,93,60,78,Forward,38,19.36766624645685,2,2,0,406,94,0
2157,2003,20,114,2242,17,1,23668,357,1975-11-27,162,75,Bangalore,High,54,64,60,Goalkeeper,31,18.702212485669868,3,3,0,583,99,0
2158,2002,95,359,2943,37,10,8253,317,1975-11-28,186,57,Delhi,High,67,58,81,Defender,34,27.304455845799033,3,1,0,0,79,0
2159,2009,94,237,1533,35,4,44673,124,1975-11-29,170,56,Bangalore,Low,98,63,95,Defender,23,21.074946520978923,2,3,0,185,23,0
2160,2012,40,290,2364,14,35,46867,6,1975-11-30,194,52,Delhi,Medium,32,62,97,Defender,32,22.64343243338139,3,4,0,683,16,0
2161,2008,97,209,165,6,41,16129,410,1975-12-01,174,85,Hyderabad,High,73,51,65,Goalkeeper,24,18.545157774107537,3,4,0,497,74,0
2162,2013,55,26,1439,7,14,32250,253,1975-12-02,171,69,Bangalore,High,88,98,90,Goalkeeper,28,29.35215204558765,2,1,0,516,95,1
2163,2019,20,280,548,34,26,41543,342,1975-12-03,187,62,Mumbai,Medium,31,95,88,Forward,27,21.291114015282258,1,4,1,790,27,0
2164,2023,64,177,2006,6,17,42882,406,1975-12-04,176,55,Delhi,Low,62,85,65,Midfielder,19,19.820825790980425,2,2,1,45,48,1
2165,2015,65,123,1152,8,24,14569,464,1975-12-05,180,55,Chennai,Medium,87,48,78,Defender,25,19.72244830928313,2,2,1,747,27,1
2166,2014,16,131,1257,25,48,8371,420,1975-12-06,186,78,Chennai,Medium,75,83,98,Defender,24,19.18631813231839,1,1,1,843,31,0
2167,2019,81,356,657,15,25,34330,345,1975-12-07,163,86,Bangalore,High,71,67,75,Midfielder,21,22.13796937795314,1,3,1,439,79,0
2168,2024,99,63,2394,29,28,9582,116,1975-12-08,158,54,Hyderabad,Low,45,73,89,Forward,30,22.619085831053866,1,4,0,442,95,1
2169,2013,88,41,2720,26,32,27983,453,1975-12-09,153,51,Mumbai,High,86,36,61,Goalkeeper,33,24.453227256204215,2,1,1,640,99,1
2170,2005,21,460,1578,17,22,42251,456,1975-12-10,157,63,Mumbai,Low,84,91,84,Defender,24,29.042000977391275,2,1,0,615,0,1
2171,2021,42,56,1978,13,47,40716,266,1975-12-11,174,77,Bangalore,Low,55,67,81,Forward,24,22.47322442480081,2,1,1,454,11,1
2172,2000,22,373,1060,35,29,13146,58,1975-12-12,172,65,Delhi,Medium,31,35,74,Midfielder,38,18.8136518337678,3,4,0,518,23,0
2173,2010,0,441,583,4,3,6780,92,1975-12-13,155,82,Chennai,High,58,49,75,Midfielder,38,19.08777081803921,3,3,1,365,18,1
2174,2004,37,126,13,22,49,32672,172,1975-12-14,182,83,Chennai,Medium,98,96,73,Defender,21,25.88030558427087,1,1,0,227,74,1
2175,2005,29,288,1629,16,37,36010,486,1975-12-15,169,63,Chennai,High,63,53,88,Goalkeeper,24,20.887054511359388,2,4,1,881,96,1
2176,2005,20,281,2444,5,21,41832,110,1975-12-16,173,78,Mumbai,Medium,58,63,65,Forward,33,23.895613468193332,2,2,1,711,83,0
2177,2018,21,205,795,0,35,25731,60,1975-12-17,168,69,Mumbai,High,92,79,55,Defender,32,27.23917755098822,3,4,1,417,83,1
2178,2016,70,316,1731,6,0,23365,413,1975-12-18,153,67,Delhi,Low,31,78,55,Defender,19,20.207916006717063,3,1,1,274,24,0
2179,2022,48,429,499,29,43,319,243,1975-12-19,186,96,Bangalore,Medium,86,34,63,Defender,21,18.561018905233205,2,4,0,249,71,1
2180,2020,1,102,96,12,6,8597,412,1975-12-20,198,95,Delhi,High,69,95,92,Goalkeeper,30,23.423241493708733,1,4,0,141,96,0
2181,2003,22,450,907,37,6,4584,366,1975-12-21,186,65,Hyderabad,High,52,33,88,Forward,35,20.97774427085417,2,2,0,579,72,1
2182,2019,56,316,2389,4,9,22213,246,1975-12-22,184,79,Delhi,Medium,92,93,83,Defender,24,18.813880620661486,1,3,0,843,85,1
2183,2013,55,491,2209,22,38,24407,432,1975-12-23,154,98,Mumbai,High,83,77,95,Forward,33,21.306014693168002,1,2,0,374,79,0
2184,2011,70,197,2437,24,40,35007,174,1975-12-24,187,94,Hyderabad,High,72,63,61,Forward,26,20.159392108757167,2,1,0,250,34,1
2185,2024,24,463,2733,19,38,18316,497,1975-12-25,183,56,Bangalore,Medium,65,75,82,Midfielder,35,29.367937322061426,3,2,1,710,36,0
2186,2024,88,366,1289,8,37,44513,321,1975-12-26,197,68,Mumbai,Low,91,54,86,Goalkeeper,20,21.524018351020235,1,3,0,637,95,0
2187,2007,33,225,140,12,30,25452,403,1975-12-27,177,58,Bangalore,High,72,37,97,Defender,18,18.733046106587224,2,1,0,672,69,0
2188,2014,75,66,2269,5,18,10249,206,1975-12-28,156,99,Delhi,High,42,98,70,Defender,21,29.64718339802413,2,4,0,532,99,1
2189,2022,64,95,1506,31,18,9371,336,1975-12-29,160,73,Chennai,High,42,51,56,Defender,33,29.880894917499937,2,4,0,266,96,0
2190,2009,45,340,872,34,16,5746,28,1975-12-30,154,67,Mumbai,Medium,39,46,85,Defender,18,25.20109989935083,3,3,1,514,99,1
2191,2000,30,211,2365,17,34,37998,414,1975-12-31,196,91,Mumbai,Low,81,62,80,Goalkeeper,38,26.985264502227327,2,2,1,528,86,0
2192,2023,92,217,515,11,24,36743,317,1976-01-01,179,73,Delhi,Low,42,43,84,Defender,22,24.7294152818415,1,3,1,318,60,1
2193,2002,50,456,2006,10,8,41257,473,1976-01-02,177,54,Mumbai,High,98,61,59,Midfielder,24,27.606240493133264,3,2,1,119,62,0
2194,2020,4,70,2590,23,40,34450,173,1976-01-03,156,99,Chennai,High,61,38,74,Forward,38,22.151417878346255,3,1,1,828,5,1
2195,2001,63,108,2309,14,25,15710,236,1976-01-04,179,83,Bangalore,High,56,31,61,Goalkeeper,31,18.657665766845223,2,3,0,584,38,1
2196,2007,21,47,116,1,9,16699,313,1976-01-05,153,90,Delhi,Low,51,38,92,Goalkeeper,35,29.621289752398262,1,2,0,903,9,1
2197,2006,57,460,2369,37,30,25446,244,1976-01-06,157,90,Delhi,Medium,87,69,77,Midfielder,19,27.05338499237881,1,4,0,676,69,0
2198,2011,70,14,434,28,41,13332,130,1976-01-07,184,61,Hyderabad,Low,48,70,84,Midfielder,26,25.25346886734721,1,3,1,708,81,0
2199,2009,91,235,1486,24,14,43797,33,1976-01-08,194,53,Mumbai,Low,80,98,69,Goalkeeper,21,26.548823405100443,3,1,1,307,8,0
2200,2003,59,325,2418,17,21,40285,328,1976-01-09,169,66,Hyderabad,High,86,47,82,Midfielder,29,24.45352413979483,2,1,0,649,10,0
2201,2006,69,208,2905,17,15,44374,311,1976-01-10,172,98,Hyderabad,High,92,59,82,Forward,24,27.498655731943874,2,2,0,428,83,0
2202,2015,98,260,653,35,39,34759,478,1976-01-11,158,94,Chennai,Low,94,69,84,Forward,38,25.781061105062584,1,1,1,24,0,1
2203,2016,50,97,1717,14,20,10402,177,1976-01-12,175,73,Chennai,Low,83,44,84,Forward,28,29.362488186035485,2,3,0,834,8,0
2204,2024,68,166,825,25,25,46919,489,1976-01-13,169,71,Hyderabad,Medium,40,72,50,Forward,33,20.09922211742752,3,3,1,371,45,0
2205,2003,97,429,528,8,8,47608,413,1976-01-14,170,90,Bangalore,Low,58,48,76,Midfielder,33,20.182284819808622,3,3,0,343,28,1
2206,2003,71,28,1853,3,48,46005,459,1976-01-15,198,87,Chennai,High,47,63,58,Forward,33,21.511963985149393,2,3,1,166,40,0
2207,2012,89,49,319,3,44,38448,6,1976-01-16,184,54,Bangalore,Low,74,56,71,Goalkeeper,26,23.216160800919994,2,4,1,538,2,1
2208,2015,62,63,2250,35,9,28077,281,1976-01-17,159,64,Delhi,Medium,73,31,84,Midfielder,29,29.429345738633394,3,2,1,31,37,1
2209,2024,73,354,1281,13,16,21352,159,1976-01-18,185,75,Bangalore,High,69,89,63,Midfielder,19,18.818271918412787,3,1,1,358,50,0
2210,2019,32,260,1484,8,11,19532,37,1976-01-19,159,62,Delhi,High,42,73,69,Forward,28,23.236312716518707,3,1,0,784,46,0
2211,2020,83,396,748,22,44,38707,287,1976-01-20,186,88,Hyderabad,High,91,35,77,Forward,24,27.124778384039885,1,2,0,500,46,0
2212,2018,48,9,504,1,1,3695,171,1976-01-21,150,75,Delhi,High,58,58,78,Goalkeeper,26,23.4234193288457,1,2,1,810,17,0
2213,2024,53,418,2631,28,26,995,468,1976-01-22,165,57,Chennai,Low,79,75,64,Defender,20,27.813062909037388,1,1,0,666,97,0
2214,2019,67,1,2337,9,16,21233,204,1976-01-23,169,61,Mumbai,Low,88,68,78,Midfielder,29,27.562058803626385,1,1,0,446,14,1
2215,2008,11,235,635,27,11,29517,434,1976-01-24,199,73,Hyderabad,Low,87,71,96,Forward,22,29.80622332679431,1,1,0,293,28,0
2216,2015,39,467,258,23,20,2367,298,1976-01-25,165,61,Hyderabad,High,91,74,91,Midfielder,26,28.546184800516258,3,2,1,930,28,0
2217,2003,86,385,1870,22,6,11416,490,1976-01-26,185,50,Mumbai,High,75,39,73,Goalkeeper,23,20.65249299993492,1,4,0,702,17,1
2218,2012,34,280,1148,0,34,35474,489,1976-01-27,179,57,Mumbai,Low,95,40,98,Goalkeeper,36,22.38639195399444,2,1,0,201,69,1
2219,2003,24,423,848,21,12,9821,318,1976-01-28,182,53,Hyderabad,Medium,92,79,93,Defender,32,23.173063038039206,2,1,0,690,99,0
2220,2018,55,207,358,18,8,28052,111,1976-01-29,171,83,Delhi,High,47,70,82,Forward,24,24.657714447708848,3,3,1,529,61,1
2221,2022,96,0,1340,6,48,18271,47,1976-01-30,184,65,Mumbai,Low,94,96,81,Forward,23,20.38767972251737,1,3,1,134,46,1
2222,2022,23,376,1217,8,2,10408,384,1976-01-31,179,95,Hyderabad,Medium,48,97,70,Goalkeeper,30,18.99320653573981,1,4,0,690,58,0
2223,2018,99,496,2382,25,23,8662,465,1976-02-01,196,77,Mumbai,Low,80,60,58,Defender,21,27.540971299412384,1,1,0,315,29,1
2224,2005,42,116,1085,19,36,41358,30,1976-02-02,165,89,Mumbai,Low,51,51,60,Forward,36,22.11108433921852,2,1,1,522,67,0
2225,2007,79,94,117,23,46,4822,198,1976-02-03,168,67,Delhi,Low,85,36,63,Defender,28,24.117439416391704,3,3,1,25,55,0
2226,2012,44,385,2374,5,15,7009,62,1976-02-04,191,79,Chennai,Medium,51,60,72,Goalkeeper,23,25.555068776858175,3,1,0,75,78,0
2227,2006,23,171,646,24,40,29914,415,1976-02-05,169,92,Chennai,High,88,67,70,Midfielder,39,21.99812222497831,1,1,1,876,24,1
2228,2005,10,463,1752,7,29,21161,231,1976-02-06,161,79,Mumbai,Medium,76,88,65,Forward,25,21.34467149037876,3,2,1,494,86,0
2229,2005,70,302,591,0,39,39947,253,1976-02-07,152,51,Bangalore,Low,48,78,86,Goalkeeper,33,27.769569545169176,2,2,1,62,16,1
2230,2003,37,337,106,2,5,5211,395,1976-02-08,155,59,Delhi,High,54,30,87,Defender,27,26.351581811438223,1,3,1,814,2,1
2231,2016,26,83,745,24,15,27606,164,1976-02-09,150,94,Hyderabad,Low,86,75,68,Defender,35,27.76049027091815,2,1,0,820,13,1
2232,2002,9,171,2030,29,33,42519,346,1976-02-10,192,82,Bangalore,Low,39,64,62,Defender,39,25.228200932424983,3,4,1,796,28,0
2233,2013,51,76,453,25,21,41129,134,1976-02-11,173,91,Bangalore,Medium,35,51,50,Defender,27,25.63539233555355,3,2,1,820,28,0
2234,2011,8,230,1027,12,22,11229,468,1976-02-12,182,75,Chennai,Low,70,59,52,Defender,22,29.053079405760165,2,1,0,279,89,1
2235,2022,96,225,2216,24,3,45606,396,1976-02-13,157,87,Hyderabad,Medium,81,76,80,Goalkeeper,18,21.97625406175184,2,1,0,669,85,1
2236,2010,68,267,2232,4,40,49024,464,1976-02-14,155,70,Mumbai,Medium,98,63,50,Forward,26,22.93515420367333,3,4,1,608,72,0
2237,2018,50,3,2809,33,43,47817,209,1976-02-15,198,69,Chennai,High,71,67,81,Forward,26,25.076003742417385,3,3,1,875,73,0
2238,2018,29,168,141,37,26,38476,351,1976-02-16,189,71,Chennai,Low,98,79,61,Defender,38,28.212661510457558,1,2,0,724,14,0
2239,2015,56,205,1246,20,25,45660,479,1976-02-17,193,88,Delhi,Low,31,68,50,Midfielder,25,18.859351410208106,2,3,1,402,89,1
2240,2021,61,232,1720,31,27,34310,283,1976-02-18,155,68,Bangalore,High,30,60,93,Midfielder,34,21.948176220402967,2,4,1,434,93,1
2241,2005,13,334,2963,35,17,6117,456,1976-02-19,156,54,Hyderabad,High,90,92,92,Goalkeeper,24,18.85616549304403,2,4,1,755,62,0
2242,2010,50,166,432,24,30,27116,195,1976-02-20,170,58,Hyderabad,Low,60,35,62,Goalkeeper,22,26.025986573620166,2,1,1,57,46,1
2243,2022,0,92,1063,14,1,4842,93,1976-02-21,198,92,Bangalore,Medium,43,94,72,Midfielder,28,19.126394210247778,3,2,1,699,90,1
2244,2011,22,210,2988,8,45,41282,280,1976-02-22,188,82,Mumbai,Medium,69,67,85,Midfielder,20,23.126185933834797,2,3,0,756,19,0
2245,2024,88,188,664,5,44,11522,419,1976-02-23,165,72,Hyderabad,High,91,60,61,Midfielder,29,29.241695325214256,1,2,0,484,38,0
2246,2009,78,343,2626,18,30,232,488,1976-02-24,160,94,Bangalore,Medium,86,39,91,Midfielder,20,23.91699764952788,3,4,0,429,4,1
2247,2001,92,35,418,13,40,19638,62,1976-02-25,163,97,Mumbai,Low,62,91,92,Goalkeeper,23,24.928191736855787,3,4,1,327,90,0
2248,2022,91,36,308,34,5,10032,176,1976-02-26,177,92,Mumbai,Medium,35,49,57,Defender,30,21.252928248517897,1,4,1,395,93,1
2249,2021,23,404,1002,11,7,22331,290,1976-02-27,193,67,Chennai,Low,61,33,52,Defender,25,22.66953737947152,2,1,1,122,99,0
2250,2016,93,386,689,36,21,27117,326,1976-02-28,156,54,Delhi,Low,68,77,82,Midfielder,29,26.67068298067547,2,4,1,443,66,1
2251,2004,80,46,1576,16,38,1354,13,1976-02-29,178,71,Chennai,Low,49,43,97,Midfielder,39,29.739226016975806,1,4,1,569,65,0
2252,2007,56,434,664,27,13,49861,426,1976-03-01,184,88,Mumbai,Low,79,97,76,Goalkeeper,30,27.049403469927977,3,4,0,810,7,1
2253,2001,8,377,2766,4,6,30429,107,1976-03-02,150,76,Mumbai,Low,98,48,89,Defender,25,18.955729441779546,3,4,1,707,75,1
2254,2005,53,140,1716,6,26,19274,90,1976-03-03,184,88,Mumbai,High,98,73,66,Forward,27,23.75436908527235,2,3,1,513,92,1
2255,2019,65,275,2586,36,20,15283,264,1976-03-04,164,91,Delhi,Low,77,88,96,Forward,34,19.769277125119455,2,4,0,562,12,0
2256,2000,61,414,1347,14,30,42341,452,1976-03-05,191,85,Hyderabad,High,42,64,59,Defender,35,26.48685685101291,1,4,0,669,62,0
